date,close,volume,open,high,low,stock_name
2021-03-04,102.45,42360120.0,101.17,104.46,101.01,Google
2021-03-03,101.34,29683620.0,103.36,104.43,100.5,Google
2021-03-02,103.79,22691900.0,103.81,105.22,103.56,Google
2021-03-01,104.08,28102300.0,102.83,104.33,102.31,Google
2021-02-26,101.84,41676020.0,102.53,103.55,100.8,Google
2021-02-25,101.57,36568640.0,103.37,104.74,101.06,Google
2021-02-24,104.76,24966980.0,102.09,105.04,101.91,Google
2021-02-23,103.54,33347540.0,101.25,104.1,100.1,Google
2021-02-22,103.24,27350660.0,103.35,104.57,103.11,Google
2021-02-19,105.06,29152240.0,105.96,106.53,104.87,Google
2021-02-18,105.86,22437100.0,105.52,106.64,105.19,Google
2021-02-17,106.42,21418820.0,105.0,106.68,104.95,Google
2021-02-16,106.1,22676760.0,105.22,107.63,105.22,Google
2021-02-12,105.21,17117300.0,104.51,105.44,104.16,Google
2021-02-11,104.79,18913000.0,104.98,105.1,103.87,Google
2021-02-10,104.77,22709280.0,104.71,105.42,103.15,Google
2021-02-09,104.18,17797000.0,103.93,105.26,103.93,Google
2021-02-08,104.65,24848220.0,105.3,106.18,103.6,Google
2021-02-05,104.9,30702700.0,103.5,105.13,102.97,Google
2021-02-04,103.12,37046580.0,103.44,103.93,102.13,Google
2021-02-03,103.5,82363400.0,103.65,105.83,100.92,Google
2021-02-02,96.38,45474460.0,96.13,97.79,95.72,Google
2021-02-01,95.07,32043640.0,92.68,96.12,92.55,Google
2021-01-29,91.79,32251040.0,92.31,92.86,90.51,Google
2021-01-28,93.16,35462760.0,92.2,94.94,92.13,Google
2021-01-27,91.54,54965840.0,94.13,94.5,90.45,Google
2021-01-26,95.86,26262780.0,94.44,96.25,94.21,Google
2021-01-25,94.97,38546400.0,96.03,96.48,93.38,Google
2021-01-22,95.05,25444640.0,94.78,95.55,94.09,Google
2021-01-21,94.56,41278640.0,94.9,96.74,94.36,Google
2021-01-20,94.35,49805160.0,91.57,95.19,91.28,Google
2021-01-19,89.54,34692280.0,87.61,90.46,87.07,Google
2021-01-15,86.81,26843400.0,86.91,87.8,86.08,Google
2021-01-14,87.01,23589540.0,87.68,88.75,86.67,Google
2021-01-13,87.72,21882620.0,86.93,88.25,86.9,Google
2021-01-12,87.33,27153820.0,87.7,88.9,86.27,Google
2021-01-11,88.34,24194700.0,89.3,89.72,88.03,Google
2021-01-08,90.36,41020040.0,89.4,90.49,88.68,Google
2021-01-07,89.36,45300440.0,87.0,89.42,86.85,Google
2021-01-06,86.76,52042280.0,85.13,87.4,84.95,Google
2021-01-05,87.05,22906940.0,86.25,87.38,85.9,Google
2021-01-04,86.41,38037100.0,87.88,88.03,85.39,Google
2020-12-31,87.59,20244800.0,86.77,87.95,86.77,Google
2020-12-30,86.98,26122600.0,88.1,88.25,86.28,Google
2020-12-29,87.94,25987900.0,89.39,89.62,87.8,Google
2020-12-28,88.8,27860660.0,87.58,89.54,87.32,Google
2020-12-24,86.94,6935060.0,86.75,87.3,86.46,Google
2020-12-23,86.62,20678340.0,86.41,87.4,86.25,Google
2020-12-22,86.18,18766920.0,86.72,86.87,85.63,Google
2020-12-21,86.97,36567560.0,85.68,87.04,84.95,Google
2020-12-18,86.55,80327060.0,87.71,87.76,86.01,Google
2020-12-17,87.4,32494880.0,88.43,88.59,86.93,Google
2020-12-16,88.15,30270860.0,88.64,88.65,87.8,Google
2020-12-15,88.39,29645220.0,88.22,88.57,87.5,Google
2020-12-14,88.0,32003460.0,88.75,89.87,87.86,Google
2020-12-11,89.09,24413020.0,88.15,89.22,88.0,Google
2020-12-10,88.77,27256960.0,88.49,89.07,87.02,Google
2020-12-09,89.21,30151160.0,90.6,91.71,88.39,Google
2020-12-08,90.93,21926380.0,90.51,91.1,89.81,Google
2020-12-07,90.97,26418920.0,90.95,91.62,90.29,Google
2020-12-04,91.4,27563320.0,91.23,91.66,90.85,Google
2020-12-03,91.34,24545960.0,91.2,92.36,91.13,Google
2020-12-02,91.4,24440640.0,89.91,91.78,89.47,Google
2020-12-01,89.91,34780900.0,88.72,91.24,88.47,Google
2020-11-30,88.04,36476720.0,89.06,89.4,87.75,Google
2020-11-27,89.66,17698320.0,88.65,90.2,88.62,Google
2020-11-25,88.57,20922440.0,88.64,88.93,87.83,Google
2020-11-24,88.44,31594060.0,86.53,88.58,86.38,Google
2020-11-23,86.74,43239500.0,87.48,87.7,85.89,Google
2020-11-20,87.11,46273100.0,88.26,88.7,87.09,Google
2020-11-19,88.2,24998200.0,86.92,88.48,86.85,Google
2020-11-18,87.34,23469320.0,88.26,88.67,87.31,Google
2020-11-17,88.51,22942280.0,88.85,89.25,88.35,Google
2020-11-16,89.07,24935700.0,88.59,89.95,88.38,Google
2020-11-13,88.85,30011480.0,87.88,89.05,87.23,Google
2020-11-12,87.49,24975080.0,87.38,88.41,87.28,Google
2020-11-11,87.64,25279320.0,87.5,88.21,87.37,Google
2020-11-10,87.02,52722840.0,86.55,88.15,85.87,Google
2020-11-09,88.15,45365400.0,89.55,90.9,88.0,Google
2020-11-06,88.09,33224500.0,87.7,88.62,87.02,Google
2020-11-05,88.17,41316240.0,89.05,89.68,87.53,Google
2020-11-04,87.46,71418540.0,85.51,88.57,85.3,Google
2020-11-03,82.51,33233060.0,81.59,83.09,80.83,Google
2020-11-02,81.3,50708920.0,81.41,83.04,80.8,Google
2020-10-30,81.05,86617240.0,83.61,84.35,80.22,Google
2020-10-29,78.36,40061280.0,76.12,79.69,76.11,Google
2020-10-28,75.83,36679180.0,77.99,78.07,75.73,Google
2020-10-27,80.21,24580040.0,79.78,80.34,79.14,Google
2020-10-26,79.52,37065080.0,81.25,81.91,78.83,Google
2020-10-23,82.05,27516880.0,81.3,82.12,81.03,Google
2020-10-22,80.77,28680840.0,79.65,81.1,79.25,Google
2020-10-21,79.67,51366900.0,78.67,80.94,78.58,Google
2020-10-20,77.8,44851440.0,76.35,78.88,76.28,Google
2020-10-19,76.73,32141500.0,79.02,79.41,76.4,Google
2020-10-16,78.65,28702740.0,78.29,79.06,78.15,Google
2020-10-15,77.96,30816340.0,77.36,78.76,77.25,Google
2020-10-14,78.4,38619800.0,78.93,79.38,77.53,Google
2020-10-13,78.58,32020860.0,79.19,79.5,78.16,Google
2020-10-12,78.46,49651200.0,77.15,79.69,76.63,Google
2020-10-09,75.76,28710840.0,74.74,75.83,74.47,Google
2020-10-08,74.3,23756620.0,73.25,74.5,73.25,Google
2020-10-07,73.01,34923120.0,73.21,73.45,71.8,Google
2020-10-06,72.67,24908460.0,73.78,74.34,72.43,Google
2020-10-05,74.3,22265140.0,73.31,74.41,73.21,Google
2020-10-02,72.92,25681420.0,73.1,74.16,72.55,Google
2020-10-01,74.5,35589940.0,74.21,74.95,73.96,Google
2020-09-30,73.48,34032160.0,73.34,74.49,72.99,Google
2020-09-29,73.47,19582040.0,73.52,73.83,72.94,Google
2020-09-28,73.23,40158820.0,73.71,73.84,72.47,Google
2020-09-25,72.25,26467500.0,71.63,72.5,70.67,Google
2020-09-24,71.41,29004320.0,70.55,72.19,70.49,Google
2020-09-23,70.76,33147000.0,72.94,73.05,70.39,Google
2020-09-22,73.27,31664020.0,72.5,73.48,71.73,Google
2020-09-21,71.56,57776540.0,72.0,72.42,70.33,Google
2020-09-18,73.0,62077640.0,74.9,75.15,71.86,Google
2020-09-17,74.78,37595020.0,74.8,75.41,73.5,Google
2020-09-16,76.05,26245980.0,77.78,78.1,75.99,Google
2020-09-15,77.07,26621640.0,76.8,77.98,76.59,Google
2020-09-14,75.96,33931780.0,76.95,78.2,75.79,Google
2020-09-11,76.04,31941740.0,76.8,78.76,74.87,Google
2020-09-10,76.6,32371140.0,78.03,79.2,76.29,Google
2020-09-09,77.85,35494080.0,77.88,78.45,76.8,Google
2020-09-08,76.62,52217680.0,76.68,78.19,76.4,Google
2020-09-04,79.55,52171360.0,81.21,82.26,77.38,Google
2020-09-03,82.09,62155260.0,85.49,85.49,80.75,Google
2020-09-02,86.41,50223600.0,83.69,86.66,83.32,Google
2020-09-01,83.04,36533100.0,81.83,83.29,81.61,Google
2020-08-31,81.71,36468120.0,82.39,82.4,81.52,Google
2020-08-28,82.22,29995640.0,81.67,82.36,81.54,Google
2020-08-27,81.72,37232040.0,82.68,82.75,81.29,Google
2020-08-26,82.62,71621440.0,80.4,82.96,80.18,Google
2020-08-25,80.41,42641680.0,79.1,80.58,79.1,Google
2020-08-24,79.41,28204580.0,79.7,80.71,79.03,Google
2020-08-21,79.02,28929060.0,78.85,79.89,78.4,Google
2020-08-20,79.09,34137540.0,77.17,79.29,76.91,Google
2020-08-19,77.38,33212220.0,77.67,78.68,77.2,Google
2020-08-18,77.93,40541720.0,76.31,78.12,76.19,Google
2020-08-17,75.9,27572000.0,75.73,76.28,75.4,Google
2020-08-14,75.39,27104000.0,75.78,76.1,75.14,Google
2020-08-13,75.92,29104160.0,75.52,76.86,75.4,Google
2020-08-12,75.33,28753100.0,74.28,75.62,74.26,Google
2020-08-11,74.02,29087300.0,74.62,75.5,73.9,Google
2020-08-10,74.81,25790600.0,74.36,75.2,73.65,Google
2020-08-07,74.72,31556520.0,75.0,75.84,74.08,Google
2020-08-06,75.01,39907360.0,73.59,75.12,73.3,Google
2020-08-05,73.68,39599140.0,73.47,74.12,73.17,Google
2020-08-04,73.25,38069780.0,73.83,74.28,72.93,Google
2020-08-03,73.72,46630280.0,74.33,74.52,73.28,Google
2020-07-31,74.15,68580720.0,75.25,75.45,72.7,Google
2020-07-30,76.57,33427920.0,74.85,76.89,74.61,Google
2020-07-29,76.1,22130680.0,75.32,76.56,75.07,Google
2020-07-28,75.02,34043480.0,76.26,76.32,74.88,Google
2020-07-27,76.51,24919600.0,75.78,77.05,75.76,Google
2020-07-24,75.59,30888080.0,74.95,75.88,74.42,Google
2020-07-23,75.78,32552680.0,78.35,78.59,75.37,Google
2020-07-22,78.42,18639700.0,78.03,78.5,77.31,Google
2020-07-21,77.92,24372900.0,79.35,79.35,77.71,Google
2020-07-20,78.29,31145040.0,75.76,78.51,75.18,Google
2020-07-17,75.78,29140200.0,76.08,76.17,74.92,Google
2020-07-16,75.9,30386900.0,75.0,75.93,74.32,Google
2020-07-15,75.68,32213680.0,76.16,76.77,74.9,Google
2020-07-14,76.03,31700320.0,74.52,76.15,74.18,Google
2020-07-13,75.57,36928480.0,77.5,78.86,75.26,Google
2020-07-10,77.09,37134080.0,75.31,77.19,74.83,Google
2020-07-09,75.55,28466440.0,75.32,76.14,74.4,Google
2020-07-08,74.8,24993160.0,74.72,75.29,74.28,Google
2020-07-07,74.26,29163440.0,74.5,75.84,74.18,Google
2020-07-06,74.79,31279940.0,74.0,75.33,73.64,Google
2020-07-02,73.24,37189600.0,72.35,74.15,72.32,Google
2020-07-01,71.9,35503340.0,70.56,72.15,70.49,Google
2020-06-30,70.68,40847620.0,69.52,70.93,69.2,Google
2020-06-29,69.75,36203600.0,67.91,69.78,67.35,Google
2020-06-26,68.0,85353960.0,71.57,71.67,67.6,Google
2020-06-25,72.07,24609480.0,71.5,72.15,71.0,Google
2020-06-24,71.6,35120440.0,73.08,73.77,71.49,Google
2020-06-23,73.22,28595280.0,72.78,73.8,72.26,Google
2020-06-22,72.59,30848800.0,71.45,72.64,71.16,Google
2020-06-19,71.59,63157500.0,72.2,72.39,71.07,Google
2020-06-18,71.8,31638320.0,72.46,72.57,71.35,Google
2020-06-17,72.56,30992300.0,72.36,73.0,71.57,Google
2020-06-16,72.14,34232280.0,72.26,72.75,71.3,Google
2020-06-15,70.99,30121920.0,69.54,71.24,69.4,Google
2020-06-12,70.66,38927340.0,71.42,71.85,69.3,Google
2020-06-11,70.19,39826640.0,72.12,72.72,70.1,Google
2020-06-10,73.29,30503060.0,72.98,73.71,72.81,Google
2020-06-09,72.81,28184980.0,72.27,73.4,72.16,Google
2020-06-08,72.33,28083560.0,71.12,72.4,71.12,Google
2020-06-05,71.92,34704880.0,70.66,72.25,70.3,Google
2020-06-04,70.61,29685440.0,71.52,71.95,70.24,Google
2020-06-03,71.82,25123720.0,71.92,72.33,71.49,Google
2020-06-02,71.96,25562560.0,71.53,71.98,70.94,Google
2020-06-01,71.59,24342800.0,70.92,71.9,70.9,Google
2020-05-29,71.45,36761180.0,70.85,71.63,70.67,Google
2020-05-28,70.84,33879520.0,69.84,72.04,69.8,Google
2020-05-27,70.89,33722840.0,70.86,71.09,69.56,Google
2020-05-26,70.85,41212860.0,71.86,72.05,70.61,Google
2020-05-22,70.52,26188160.0,69.84,70.64,69.59,Google
2020-05-21,70.14,27703880.0,70.4,70.77,69.67,Google
2020-05-20,70.34,33107500.0,69.48,70.52,69.36,Google
2020-05-19,68.67,25612980.0,69.35,69.6,68.67,Google
2020-05-18,69.2,36479280.0,68.09,69.62,67.71,Google
2020-05-15,68.66,34154940.0,67.5,68.72,66.95,Google
2020-05-14,67.81,32061540.0,66.75,67.87,66.2,Google
2020-05-13,67.47,36251700.0,68.85,69.27,66.42,Google
2020-05-12,68.79,27812000.0,70.36,70.75,68.74,Google
2020-05-11,70.16,28242320.0,68.91,70.83,68.86,Google
2020-05-08,69.42,27761360.0,69.16,69.94,68.77,Google
2020-05-07,68.63,27995180.0,68.3,68.88,67.76,Google
2020-05-06,67.37,24308460.0,68.08,68.56,67.36,Google
2020-05-05,67.56,33030660.0,66.9,68.7,66.87,Google
2020-05-04,66.34,30080340.0,65.41,66.38,64.95,Google
2020-05-01,66.03,41452780.0,66.43,67.6,65.55,Google
2020-04-30,67.43,53378120.0,66.24,67.64,66.12,Google
2020-04-29,67.07,75872480.0,67.07,68.0,66.27,Google
2020-04-28,61.68,59026180.0,64.4,64.4,61.61,Google
2020-04-27,63.79,32011260.0,64.8,64.81,63.45,Google
2020-04-24,63.97,32807880.0,63.06,64.02,62.47,Google
2020-04-23,63.82,31324060.0,63.58,64.67,63.28,Google
2020-04-22,63.16,41862800.0,62.28,64.28,62.1,Google
2020-04-21,60.82,43060060.0,62.35,62.71,60.49,Google
2020-04-20,63.33,33909760.0,63.55,64.08,63.07,Google
2020-04-17,64.16,38980840.0,64.24,64.72,63.56,Google
2020-04-16,63.17,50361980.0,63.71,63.95,62.13,Google
2020-04-15,63.12,33434060.0,62.28,64.02,62.02,Google
2020-04-14,63.46,49407060.0,62.25,64.1,61.85,Google
2020-04-13,60.88,34796560.0,60.46,61.03,59.38,Google
2020-04-09,60.57,43508420.0,61.2,61.28,59.84,Google
2020-04-08,60.51,39502700.0,60.33,60.95,59.41,Google
2020-04-07,59.33,47746580.0,61.05,61.25,59.11,Google
2020-04-06,59.35,53294460.0,56.9,59.73,56.55,Google
2020-04-03,54.89,46268000.0,55.95,56.18,53.99,Google
2020-04-02,56.04,39297620.0,54.91,56.34,54.82,Google
2020-04-01,55.28,46883460.0,56.1,56.48,54.87,Google
2020-03-31,58.14,49759660.0,57.37,58.77,56.91,Google
2020-03-30,57.34,51481220.0,56.25,57.58,54.82,Google
2020-03-27,55.54,64169900.0,56.28,57.53,55.3,Google
2020-03-26,58.09,71475100.0,55.59,58.5,54.68,Google
2020-03-25,55.12,81630560.0,56.32,57.45,54.3,Google
2020-03-24,56.72,66889000.0,55.19,56.75,54.53,Google
2020-03-23,52.83,80882740.0,53.07,53.57,50.68,Google
2020-03-20,53.62,72035000.0,56.79,57.2,53.27,Google
2020-03-19,55.76,73022120.0,54.65,57.9,53.01,Google
2020-03-18,54.84,84668700.0,52.83,55.33,51.86,Google
2020-03-17,55.99,77229780.0,54.66,56.54,52.8,Google
2020-03-16,54.22,85047300.0,54.8,57.61,53.72,Google
2020-03-13,60.99,74002500.0,58.95,60.99,55.86,Google
2020-03-12,55.75,84534960.0,56.3,59.69,55.67,Google
2020-03-11,60.77,52224580.0,62.49,63.05,59.8,Google
2020-03-10,64.02,52227460.0,63.0,64.06,60.94,Google
2020-03-09,60.78,67307300.0,60.27,62.74,60.0,Google
2020-03-06,64.92,53212560.0,63.85,65.31,63.05,Google
2020-03-05,65.95,51225760.0,67.51,67.95,65.26,Google
2020-03-04,69.33,38266300.0,67.96,69.4,67.16,Google
2020-03-03,67.07,48046520.0,69.97,70.51,66.6,Google
2020-03-02,69.46,48629360.0,67.58,69.54,66.34,Google
2020-02-28,66.97,75812360.0,63.88,67.06,63.55,Google
2020-02-27,65.9,59566000.0,68.1,68.59,65.86,Google
2020-02-26,69.66,44080740.0,69.81,70.79,68.95,Google
2020-02-25,69.42,49565560.0,71.65,71.91,69.12,Google
2020-02-24,71.08,57341060.0,71.31,71.85,70.57,Google
2020-02-21,74.26,34645460.0,75.4,75.61,74.02,Google
2020-02-20,75.91,21931040.0,76.1,76.48,75.34,Google
2020-02-19,76.33,18985360.0,76.25,76.61,76.07,Google
2020-02-18,75.98,22422800.0,75.75,76.58,75.63,Google
2020-02-14,76.04,23956720.0,75.78,76.04,75.37,Google
2020-02-13,75.73,18594600.0,75.63,76.36,75.23,Google
2020-02-12,75.91,23351300.0,75.72,76.03,75.41,Google
2020-02-11,75.44,26892660.0,75.59,76.48,75.28,Google
2020-02-10,75.43,28397520.0,73.72,75.48,73.72,Google
2020-02-07,73.96,23445400.0,73.37,74.29,73.32,Google
2020-02-06,73.81,33587680.0,72.52,74.1,72.48,Google
2020-02-05,72.41,39723140.0,73.12,73.19,71.53,Google
2020-02-04,72.35,78659080.0,72.85,73.48,71.32,Google
2020-02-03,74.3,61104320.0,73.1,74.5,72.95,Google
2020-01-31,71.71,48344280.0,73.45,73.51,71.43,Google
2020-01-30,72.79,26788420.0,72.0,72.86,71.82,Google
2020-01-29,72.93,21573340.0,72.94,73.27,72.34,Google
2020-01-28,72.63,31548440.0,72.15,72.8,71.62,Google
2020-01-27,71.7,35104020.0,71.55,71.9,71.06,Google
2020-01-24,73.34,35692880.0,74.68,74.77,73.26,Google
2020-01-23,74.33,27027080.0,74.38,74.78,74.11,Google
2020-01-22,74.3,32216920.0,74.55,75.16,74.25,Google
2020-01-21,74.22,40735600.0,73.96,74.59,73.56,Google
2020-01-17,74.02,47924300.0,73.15,74.06,72.91,Google
2020-01-16,72.59,23473760.0,72.37,72.6,72.05,Google
2020-01-15,71.96,25653700.0,71.51,72.07,71.51,Google
2020-01-14,71.54,31209060.0,71.95,72.09,71.42,Google
2020-01-13,71.96,33069640.0,71.81,72.03,71.3,Google
2020-01-10,71.49,36431320.0,71.38,71.75,70.92,Google
2020-01-09,70.99,30053280.0,71.03,71.37,70.51,Google
2020-01-08,70.22,30583540.0,69.6,70.58,69.54,Google
2020-01-07,69.67,30233860.0,69.9,70.15,69.52,Google
2020-01-06,69.71,34662980.0,67.5,69.83,67.5,Google
2020-01-03,68.03,23740120.0,67.39,68.63,67.28,Google
2020-01-02,68.37,28134620.0,67.08,68.41,67.08,Google
2019-12-31,66.85,19249360.0,66.51,66.9,66.45,Google
2019-12-30,66.81,21026460.0,67.5,67.65,66.7,Google
2019-12-27,67.59,20774360.0,68.15,68.23,67.47,Google
2019-12-26,68.02,13355080.0,67.31,68.07,67.22,Google
2019-12-24,67.18,6950360.0,67.43,67.51,67.14,Google
2019-12-23,67.44,17664000.0,67.79,67.99,67.33,Google
2019-12-20,67.48,66338100.0,68.17,68.18,67.45,Google
2019-12-19,67.8,29402240.0,67.59,67.91,67.45,Google
2019-12-18,67.63,33141380.0,67.83,68.02,67.55,Google
2019-12-17,67.76,37105180.0,68.14,68.25,67.57,Google
2019-12-16,68.06,27949020.0,67.83,68.23,67.63,Google
2019-12-13,67.39,31000560.0,67.4,67.65,67.19,Google
2019-12-12,67.51,25634440.0,67.3,67.79,67.03,Google
2019-12-11,67.25,17015920.0,67.54,67.56,67.13,Google
2019-12-10,67.23,21893060.0,67.08,67.5,66.8,Google
2019-12-09,67.18,27115900.0,66.9,67.97,66.89,Google
2019-12-06,67.03,26310200.0,66.67,67.2,66.67,Google
2019-12-05,66.41,24256360.0,66.4,66.47,65.82,Google
2019-12-04,66.03,30762200.0,65.35,66.29,65.24,Google
2019-12-03,64.76,25372940.0,63.98,64.92,63.95,Google
2019-12-02,64.5,30237020.0,65.05,65.29,64.05,Google
2019-11-29,65.25,11739620.0,65.36,65.51,65.2,Google
2019-11-27,65.65,19926580.0,65.75,65.92,65.48,Google
2019-11-26,65.68,21395900.0,65.49,65.74,65.25,Google
2019-11-25,65.33,20729740.0,64.96,65.57,64.91,Google
2019-11-22,64.77,27730120.0,65.28,65.44,64.57,Google
2019-11-21,65.07,19909980.0,65.07,65.63,64.65,Google
2019-11-20,65.15,26196700.0,65.59,65.75,64.56,Google
2019-11-19,65.77,25387440.0,66.39,66.39,65.64,Google
2019-11-18,66.04,29761660.0,66.61,66.78,65.88,Google
2019-11-15,66.74,35659100.0,65.95,66.74,65.71,Google
2019-11-14,65.57,23886100.0,64.88,65.85,64.78,Google
2019-11-13,64.9,17077220.0,64.7,65.22,64.68,Google
2019-11-12,64.94,21717180.0,65.0,65.5,64.79,Google
2019-11-11,64.96,20248580.0,65.16,65.32,64.87,Google
2019-11-08,65.57,25038320.0,65.26,65.9,65.22,Google
2019-11-07,65.44,40599400.0,64.71,66.19,64.71,Google
2019-11-06,64.59,23059540.0,64.47,64.69,64.13,Google
2019-11-05,64.6,25654220.0,64.64,64.95,64.56,Google
2019-11-04,64.57,30019280.0,63.82,64.71,63.82,Google
2019-11-01,63.69,33401440.0,63.25,63.73,63.03,Google
2019-10-31,63.01,29113020.0,63.06,63.38,62.54,Google
2019-10-30,63.06,28177020.0,62.65,63.47,62.6,Google
2019-10-29,63.13,37727600.0,63.81,64.08,62.86,Google
2019-10-28,64.5,52264740.0,63.77,64.97,63.63,Google
2019-10-25,63.26,24261020.0,62.55,63.48,62.5,Google
2019-10-24,63.05,20797360.0,63.05,63.2,62.69,Google
2019-10-23,62.96,18571900.0,62.12,62.99,62.12,Google
2019-10-22,62.14,20957020.0,62.39,62.53,62.07,Google
2019-10-21,62.31,20760840.0,62.61,62.73,62.03,Google
2019-10-18,62.27,27056780.0,62.67,62.94,62.05,Google
2019-10-17,62.65,19610200.0,62.55,63.17,62.5,Google
2019-10-16,62.18,23363480.0,62.06,62.74,61.92,Google
2019-10-15,62.15,27905180.0,61.02,62.37,61.02,Google
2019-10-14,60.86,17640780.0,60.62,61.32,60.59,Google
2019-10-11,60.77,25542880.0,61.11,61.42,60.69,Google
2019-10-10,60.43,18650620.0,59.93,60.75,59.87,Google
2019-10-09,60.12,17532640.0,59.97,60.42,59.88,Google
2019-10-08,59.46,22835680.0,59.88,60.3,59.45,Google
2019-10-07,60.38,17342980.0,60.22,60.91,60.19,Google
2019-10-04,60.45,23665280.0,59.59,60.57,59.46,Google
2019-10-03,59.39,33273120.0,59.0,59.45,58.12,Google
2019-10-02,58.83,32784740.0,59.85,59.85,58.56,Google
2019-10-01,60.26,27165580.0,60.95,61.56,60.18,Google
2019-09-30,60.95,28393520.0,61.05,61.3,60.62,Google
2019-09-27,61.25,27088640.0,62.15,62.2,60.72,Google
2019-09-26,62.07,31237640.0,62.1,62.25,61.61,Google
2019-09-25,62.33,31877500.0,60.79,62.42,60.5,Google
2019-09-24,60.94,31835720.0,62.0,62.34,60.53,Google
2019-09-23,61.7,21505060.0,61.3,61.95,61.21,Google
2019-09-20,61.5,46745380.0,61.66,62.17,61.15,Google
2019-09-19,61.94,20003100.0,61.6,62.22,61.6,Google
2019-09-18,61.62,22886660.0,61.38,61.78,60.83,Google
2019-09-17,61.46,19162240.0,61.52,61.75,61.18,Google
2019-09-16,61.57,21065980.0,61.48,61.98,61.28,Google
2019-09-13,61.98,26027000.0,61.57,62.04,61.35,Google
2019-09-12,61.71,34518160.0,61.22,62.09,61.15,Google
2019-09-11,61.01,26140660.0,60.17,61.13,60.11,Google
2019-09-10,60.3,25202300.0,59.76,60.5,59.73,Google
2019-09-09,60.22,29437600.0,60.2,61.0,59.63,Google
2019-09-06,60.25,21442860.0,60.41,60.6,60.13,Google
2019-09-05,60.57,28172020.0,59.58,60.65,59.58,Google
2019-09-04,59.07,21379360.0,58.84,59.17,58.55,Google
2019-09-03,58.42,29608400.0,58.85,59.34,58.16,Google
2019-08-30,59.41,22599180.0,59.93,59.93,59.19,Google
2019-08-29,59.64,21777160.0,59.06,59.8,59.06,Google
2019-08-28,58.55,16044860.0,58.09,58.82,57.87,Google
2019-08-27,58.39,21549040.0,59.03,59.12,58.07,Google
2019-08-26,58.44,24528820.0,57.86,58.47,57.65,Google
2019-08-23,57.56,33765420.0,59.1,59.7,57.39,Google
2019-08-22,59.48,18958120.0,59.7,59.9,58.93,Google
2019-08-21,59.56,14821060.0,59.66,59.95,59.37,Google
2019-08-20,59.13,18312100.0,59.76,59.8,59.11,Google
2019-08-19,59.92,24650340.0,59.5,60.35,59.5,Google
2019-08-16,58.88,26988720.0,58.98,59.14,58.59,Google
2019-08-15,58.36,24494780.0,58.18,58.79,58.11,Google
2019-08-14,58.21,31573360.0,58.82,59.12,58.03,Google
2019-08-13,59.86,26360180.0,58.57,60.24,58.57,Google
2019-08-12,58.74,20063740.0,58.96,59.25,58.38,Google
2019-08-09,59.4,21313160.0,59.9,60.19,59.18,Google
2019-08-08,60.24,29359940.0,59.14,60.25,58.65,Google
2019-08-07,58.7,28886480.0,57.8,58.92,57.48,Google
2019-08-06,58.5,34187480.0,58.17,59.0,58.0,Google
2019-08-05,57.62,51949100.0,58.5,58.76,57.01,Google
2019-08-02,59.7,32901340.0,60.04,60.35,59.45,Google
2019-08-01,60.45,33970200.0,60.7,61.71,60.29,Google
2019-07-31,60.83,34509080.0,61.15,61.7,60.39,Google
2019-07-30,61.26,29065260.0,61.27,61.74,61.17,Google
2019-07-29,61.97,44474620.0,62.05,62.37,61.41,Google
2019-07-26,62.52,96115040.0,61.2,63.28,61.2,Google
2019-07-25,56.61,44196460.0,56.89,57.09,56.05,Google
2019-07-24,56.89,31802020.0,56.6,57.2,56.35,Google
2019-07-23,57.31,21873760.0,57.2,57.35,56.59,Google
2019-07-22,56.9,26036920.0,56.67,56.96,56.21,Google
2019-07-19,56.51,32944900.0,57.41,57.56,56.48,Google
2019-07-18,57.32,25825620.0,57.09,57.38,56.64,Google
2019-07-17,57.32,23400940.0,57.55,57.92,57.29,Google
2019-07-16,57.68,24776140.0,57.3,57.93,57.25,Google
2019-07-15,57.52,18075600.0,57.34,57.54,56.97,Google
2019-07-12,57.25,17279460.0,57.2,57.37,56.94,Google
2019-07-11,57.21,23911380.0,57.16,57.65,56.98,Google
2019-07-10,57.02,24189320.0,56.56,57.1,56.55,Google
2019-07-09,56.24,26607400.0,55.59,56.4,55.36,Google
2019-07-08,55.82,24728380.0,56.26,56.3,55.56,Google
2019-07-05,56.58,25290800.0,55.89,56.64,55.81,Google
2019-07-03,56.08,15340220.0,55.87,56.34,55.69,Google
2019-07-02,55.56,19835100.0,55.11,55.59,54.91,Google
2019-07-01,54.9,28770080.0,54.9,55.38,54.69,Google
2019-06-28,54.05,33869000.0,53.82,54.05,53.67,Google
2019-06-27,53.8,20089540.0,54.2,54.36,53.76,Google
2019-06-26,53.99,36217380.0,54.33,54.65,53.61,Google
2019-06-25,54.32,30938260.0,55.63,55.72,54.19,Google
2019-06-24,55.78,27913920.0,55.98,56.1,55.55,Google
2019-06-21,56.09,38951820.0,55.46,56.21,55.4,Google
2019-06-20,55.57,25240220.0,56.0,56.01,55.24,Google
2019-06-19,55.12,26784360.0,55.28,55.35,54.67,Google
2019-06-18,55.18,27733680.0,55.48,55.82,54.95,Google
2019-06-17,54.63,18832040.0,54.31,54.96,54.31,Google
2019-06-14,54.27,22232860.0,54.32,54.63,54.01,Google
2019-06-13,54.44,21160000.0,54.18,54.71,54.01,Google
2019-06-12,53.85,21225100.0,53.9,54.05,53.38,Google
